DEBUG: General     , 1724590083249> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1724590422035> 0> mod "tsarslib" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1724590422035> 0> mod "tsarslib" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1724590422036> 0> mod "tsarslib" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1724590422036> 0> mod "tsarslib" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1724590422036> 0> mod "tsarslib" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1724590422037> 0> mod "tsarslib" overrides media/lua/shared/translate/it/itemname_it.txt
LOG  : Mod         , 1724590422037> 0> mod "tsarslib" overrides media/lua/shared/translate/it/recipes_it.txt
LOG  : Mod         , 1724590422037> 0> mod "tsarslib" overrides media/lua/shared/translate/it/recorded_media_it.txt
LOG  : Mod         , 1724590422037> 0> mod "tsarslib" overrides media/lua/shared/translate/it/tooltip_it.txt
LOG  : Mod         , 1724590422038> 0> mod "tsarslib" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1724590422038> 0> mod "tsarslib" overrides media/lua/shared/translate/pl/ig_ui_pl.txt
LOG  : Mod         , 1724590422038> 0> mod "tsarslib" overrides media/lua/shared/translate/pl/items_pl.txt
LOG  : Mod         , 1724590422039> 0> mod "tsarslib" overrides media/lua/shared/translate/pl/recipes_pl.txt
LOG  : Mod         , 1724590422039> 0> mod "tsarslib" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1724590422039> 0> mod "tsarslib" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1724590422040> 0> mod "tsarslib" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1724590422040> 0> mod "tsarslib" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1724590422040> 0> mod "tsarslib" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1724590422041> 0> mod "tsarslib" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1724590422041> 0> mod "tsarslib" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1724590422041> 0> mod "tsarslib" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1724590422041> 0> mod "tsarslib" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1724590422042> 0> mod "tsarslib" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1724590422042> 0> mod "tsarslib" overrides media/lua/shared/translate/ru/recorded_media_ru.txt
LOG  : Mod         , 1724590422042> 0> mod "tsarslib" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1724590422107> 0> mod "tsarslib" overrides preview.png
LOG  : Mod         , 1724590422107> 0> loading TMC_TrueActions
LOG  : Mod         , 1724590422110> 0> mod "TMC_TrueActions" overrides changelog.txt
LOG  : Mod         , 1724590422126> 0> mod "TMC_TrueActions" overrides preview.png
LOG  : Mod         , 1724590422127> 0> loading tkTiles_01
LOG  : Mod         , 1724590422128> 0> loading HordeNight01
LOG  : Mod         , 1724590422131> 0> mod "HordeNight01" overrides media/lua/shared/translate/ch/ig_ui_ch.txt
LOG  : Mod         , 1724590422131> 0> mod "HordeNight01" overrides media/lua/shared/translate/ch/sandbox_ch.txt
LOG  : Mod         , 1724590422131> 0> mod "HordeNight01" overrides media/lua/shared/translate/cn/ig_ui_cn.txt
LOG  : Mod         , 1724590422132> 0> mod "HordeNight01" overrides media/lua/shared/translate/cn/sandbox_cn.txt
LOG  : Mod         , 1724590422132> 0> mod "HordeNight01" overrides media/lua/shared/translate/cs/ig_ui_cs.txt
LOG  : Mod         , 1724590422132> 0> mod "HordeNight01" overrides media/lua/shared/translate/cs/sandbox_cs.txt
LOG  : Mod         , 1724590422133> 0> mod "HordeNight01" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1724590422133> 0> mod "HordeNight01" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590422133> 0> mod "HordeNight01" overrides media/sandbox-options.txt
LOG  : Mod         , 1724590422134> 0> mod "HordeNight01" overrides media/sound/zombierand1.wav
LOG  : Mod         , 1724590422134> 0> mod "HordeNight01" overrides media/sound/zombierand2.wav
LOG  : Mod         , 1724590422134> 0> mod "HordeNight01" overrides media/sound/zombierand3.wav
LOG  : Mod         , 1724590422134> 0> mod "HordeNight01" overrides media/sound/zombierand4.wav
LOG  : Mod         , 1724590422135> 0> mod "HordeNight01" overrides media/sound/zombierand5.wav
LOG  : Mod         , 1724590422135> 0> mod "HordeNight01" overrides media/sound/zombierand6.wav
LOG  : Mod         , 1724590422135> 0> mod "HordeNight01" overrides media/sound/zombierand7.wav
LOG  : Mod         , 1724590422135> 0> mod "HordeNight01" overrides media/sound/zombierand8.wav
LOG  : Mod         , 1724590422136> 0> mod "HordeNight01" overrides media/sound/zombierand9.wav
LOG  : Mod         , 1724590422136> 0> loading Diederiks Tile Palooza
LOG  : Mod         , 1724590422138> 0> loading 50PercentLessFoodLoot
LOG  : Mod         , 1724590422139> 0> mod "50PercentLessFoodLoot" overrides logo_mini.png
LOG  : Mod         , 1724590422139> 0> loading ModManager
LOG  : Mod         , 1724590422142> 0> mod "ModManager" overrides changelog.txt
LOG  : Mod         , 1724590422143> 0> mod "ModManager" overrides logo.png
LOG  : Mod         , 1724590422144> 0> mod "ModManager" overrides media/lua/client/optionscreens/modselector.lua
LOG  : Mod         , 1724590422148> 0> mod "ModManager" overrides media/lua/shared/translate/ch/ui_ch.txt
LOG  : Mod         , 1724590422148> 0> mod "ModManager" overrides media/lua/shared/translate/cn/ui_cn.txt
LOG  : Mod         , 1724590422148> 0> mod "ModManager" overrides media/lua/shared/translate/de/ui_de.txt
LOG  : Mod         , 1724590422149> 0> mod "ModManager" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1724590422149> 0> mod "ModManager" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1724590422149> 0> mod "ModManager" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1724590422150> 0> mod "ModManager" overrides media/lua/shared/translate/it/ui_it.txt
LOG  : Mod         , 1724590422150> 0> mod "ModManager" overrides media/lua/shared/translate/ko/ui_ko.txt
LOG  : Mod         , 1724590422150> 0> mod "ModManager" overrides media/lua/shared/translate/pl/ui_pl.txt
LOG  : Mod         , 1724590422151> 0> mod "ModManager" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1724590422151> 0> mod "ModManager" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1724590422151> 0> mod "ModManager" overrides media/lua/shared/translate/tr/ui_tr.txt
LOG  : Mod         , 1724590422156> 0> loading ModManagerServer
LOG  : Mod         , 1724590422157> 0> mod "ModManagerServer" overrides changelog.txt
LOG  : Mod         , 1724590422158> 0> mod "ModManagerServer" overrides copyright.txt
LOG  : Mod         , 1724590422158> 0> mod "ModManagerServer" overrides logo-mini.png
LOG  : Mod         , 1724590422158> 0> mod "ModManagerServer" overrides logo.png
LOG  : General     , 1724590422172> 0> translator: language is EN
LOG  : General     , 1724590422534> 0> adding unknown item param "ataProtection" = "TireFrontLeft;TireFrontRight;TireRearLeft;TireRearRight"
LOG  : General     , 1724590422598> 0> adding unknown item param "ISA_maxCapacity" = "200"
LOG  : General     , 1724590422598> 0> adding unknown item param "ISA_maxCapacity" = "400"
LOG  : General     , 1724590422598> 0> adding unknown item param "ISA_maxCapacity" = "50"
LOG  : General     , 1724590422598> 0> adding unknown item param "ISA_BatteryDegrade" = "8"
LOG  : General     , 1724590422598> 0> adding unknown item param "ISA_maxCapacity" = "200"
LOG  : General     , 1724590422602> 0> adding unknown item param "ResizeWorldIcon" = "0.4"
LOG  : General     , 1724590422602> 0> adding unknown item param "ResizeWorldIcon" = "0.4"
WARN : Recipe      , 1724590422623> 0> RecipeManager.resolveItemModuleDotType> WARNING: module "Base" may have forgot to import module Base
WARN : Recipe      , 1724590422624> 0> RecipeManager.resolveItemModuleDotType> WARNING: module "ImprovisedFlooring" may have forgot to import module Base
WARN : Recipe      , 1724590422624> 0> RecipeManager.resolveItemModuleDotType> WARNING: module "VPR_Recycle" may have forgot to import module Base
WARN : Recipe      , 1724590422625> 0> RecipeManager.resolveItemModuleDotType> WARNING: module "WQS_recipe_list" may have forgot to import module Base
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Crafting/AddItemInBeverage" for GameSound "AddItemInBeverage"
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Carpentry/Screwing" for GameSound "Screwdriver"
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/WWL_Solo" for GameSound "NewMusic_WWL_Solo"
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/32" for GameSound "NewMusic_32"
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/33" for GameSound "NewMusic_33"
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/34" for GameSound "NewMusic_34"
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/35" for GameSound "NewMusic_35"
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/36" for GameSound "NewMusic_36"
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Travelling" for GameSound "NewMusic_Travelling"
WARN : Sound       , 1724590422625> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/TakeStock" for GameSound "NewMusic_TakeStock"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/PassingTime" for GameSound "NewMusic_PassingTime"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/NoTime" for GameSound "NewMusic_NoTime"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/MoreAreComing" for GameSound "NewMusic_MoreAreComing"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/OnlyOneWay" for GameSound "NewMusic_OnlyOneWay"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/KeepMoving" for GameSound "NewMusic_KeepMoving"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/GoItAlone" for GameSound "NewMusic_GoItAlone"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunrise" for GameSound "NewMusic_Sunrise"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/HoldingOutHope" for GameSound "NewMusic_HoldingOutHope"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Working" for GameSound "NewMusic_Working"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunset" for GameSound "NewMusic_Sunset"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Mourning" for GameSound "NewMusic_Mourning"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/LookingAround" for GameSound "NewMusic_LookingAround"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Waiting" for GameSound "NewMusic_Waiting"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Overrun" for GameSound "NewMusic_Overrun"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Rest" for GameSound "NewMusic_Rest"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/PressOn" for GameSound "NewMusic_PressOn"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/CalmBeforeTheStorm" for GameSound "NewMusic_CalmBeforeTheStorm"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/GetReady" for GameSound "NewMusic_GetReady"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/EchoesFromBefore" for GameSound "NewMusic_EchoesFromBefore"
WARN : Sound       , 1724590422626> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Surrounded" for GameSound "NewMusic_Surrounded"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/ThePlan" for GameSound "NewMusic_ThePlan"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Gear_Up" for GameSound "NewMusic_GearUp"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Finally_Calm" for GameSound "NewMusic_FinallyCalm"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/PatchUp" for GameSound "NewMusic_PatchUp"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/TheyreClose" for GameSound "NewMusic_TheyreClose"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/ThinkingOfThePast" for GameSound "NewMusic_ThinkingOfThePast"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/TouchAndGo" for GameSound "NewMusic_TouchAndGo"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Tread_Carefully" for GameSound "NewMusic_Tread_Carefully"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Everythings_Gone" for GameSound "NewMusic_Everythings_Gone"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/BrassAmbient" for GameSound "AmbientMusic_BrassAmbient"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/CreepyAmbient" for GameSound "AmbientMusic_CreepyAmbient"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/IntenseAmbient" for GameSound "AmbientMusic_IntenseAmbient"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/PercussiveAmbient" for GameSound "AmbientMusic_PercussiveAmbient"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/RhythmicAmbient" for GameSound "AmbientMusic_RhythmicAmbient"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/VoiceAmbient" for GameSound "AmbientMusic_VoiceAmbient"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/ZombieAmbient" for GameSound "AmbientMusic_ZombieAmbient"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Alone" for GameSound "NewMusic_Alone"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Barricading" for GameSound "NewMusic_Barricading"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Chase" for GameSound "NewMusic_Chase"
WARN : Sound       , 1724590422627> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Desperate Escape" for GameSound "NewMusic_DesperateEscape"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Fight or Flight" for GameSound "NewMusic_FightOrFlight"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Introduction" for GameSound "NewMusic_Introduction"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Main Theme" for GameSound "NewMusic_MainTheme"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Maybe Not" for GameSound "NewMusic_MaybeNot"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Maybe We Can Win This" for GameSound "NewMusic_MaybeWeCanWinThis"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Run" for GameSound "NewMusic_Run"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Slow Sad" for GameSound "NewMusic_SlowSad"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/They Were Once Here" for GameSound "NewMusic_TheyWereOnceHere"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Saying Goodbye" for GameSound "NewMusic_SayingGoodbye"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/The Horde" for GameSound "NewMusic_TheHorde"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/Death" for GameSound "NewMusic_Death"
WARN : Sound       , 1724590422628> 0> GameSounds.initClipEvents> No such FMOD event "NewMusic/The Inevitable" for GameSound "NewMusic_TheInevitable"
